START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE,hour,weekday,month,day_type,part_of_day
17/03/2016 17:20,17/03/2016 18:02,Business,Midtown,Alief,15.5,Meal/Entertain,17,Thursday,3,Weekday,Evening
17/03/2016 18:47,17/03/2016 19:09,Personal,Houston,Houston,4.9,Personal,18,Thursday,3,Weekday,Evening
17/03/2016 20:57,17/03/2016 21:28,Personal,Houston,Houston,12.6,Personal,20,Thursday,3,Weekday,Evening
17/03/2016 21:48,17/03/2016 22:04,Personal,Sharpstown,Midtown,10.4,Personal,21,Thursday,3,Weekday,Night
18/03/2016 7:15,18/03/2016 7:21,Business,Midtown,Midtown,1.1,Meal/Entertain,7,Friday,3,Weekday,Morning
18/03/2016 8:35,18/03/2016 8:43,Business,Midtown,Midtown,1.1,Meal/Entertain,8,Friday,3,Weekday,Morning
18/03/2016 18:24,18/03/2016 19:08,Business,Midtown,Sharpstown,13.2,Meeting,18,Friday,3,Weekday,Evening
18/03/2016 19:23,18/03/2016 19:29,Business,Sharpstown,Sharpstown,1,Errand/Supplies,19,Friday,3,Weekday,Evening
18/03/2016 21:01,18/03/2016 21:15,Business,Sharpstown,Midtown,9.2,Customer Visit,21,Friday,3,Weekday,Night
19/03/2016 9:10,19/03/2016 9:25,Business,Midtown,Sharpstown,9.4,Meal/Entertain,9,Saturday,3,Weekend,Morning
19/03/2016 12:50,19/03/2016 13:13,Business,Houston,Sugar Land,12,Customer Visit,12,Saturday,3,Weekend,Afternoon
19/03/2016 14:01,19/03/2016 14:57,Business,Sugar Land,Houston,35.1,Customer Visit,14,Saturday,3,Weekend,Afternoon
19/03/2016 15:34,19/03/2016 16:38,Business,Houston,Galveston,36.5,Meal/Entertain,15,Saturday,3,Weekend,Afternoon
19/03/2016 17:17,19/03/2016 17:32,Business,Galveston,Port Bolivar,3.1,Meal/Entertain,17,Saturday,3,Weekend,Evening
19/03/2016 17:37,19/03/2016 17:47,Business,Port Bolivar,Port Bolivar,2.1,Errand/Supplies,17,Saturday,3,Weekend,Evening
19/03/2016 17:52,19/03/2016 18:00,Business,Port Bolivar,Port Bolivar,1.2,Personal,17,Saturday,3,Weekend,Evening
19/03/2016 18:53,19/03/2016 19:29,Business,Port Bolivar,Galveston,7.5,Meeting,18,Saturday,3,Weekend,Evening
19/03/2016 19:33,19/03/2016 20:39,Business,Galveston,Houston,57,Customer Visit,19,Saturday,3,Weekend,Evening
20/03/2016 7:37,20/03/2016 7:48,Business,Midtown,Washington Avenue,5.9,Meeting,7,Sunday,3,Weekend,Morning
20/03/2016 11:42,20/03/2016 11:56,Business,Washington Avenue,Midtown,6.2,Meeting,11,Sunday,3,Weekend,Morning
20/03/2016 17:08,20/03/2016 17:34,Business,Midtown,Sharpstown,10.4,Personal,17,Sunday,3,Weekend,Evening
20/03/2016 18:34,20/03/2016 18:40,Personal,Sharpstown,Briar Meadow,1.2,Personal,18,Sunday,3,Weekend,Evening
20/03/2016 18:45,20/03/2016 19:06,Business,Briar Meadow,Midtown,9.6,Customer Visit,18,Sunday,3,Weekend,Evening
21/03/2016 10:21,21/03/2016 10:26,Personal,Midtown,Downtown,1,Personal,10,Monday,3,Weekday,Morning
21/03/2016 16:05,21/03/2016 16:13,Business,Downtown,Midtown,0.9,Meal/Entertain,16,Monday,3,Weekday,Afternoon
21/03/2016 18:59,21/03/2016 19:15,Business,Midtown,Sharpstown,8.8,Personal,18,Monday,3,Weekday,Evening
21/03/2016 20:18,21/03/2016 20:55,Business,Sharpstown,Midtown,25.6,Meal/Entertain,20,Monday,3,Weekday,Evening
22/03/2016 6:17,22/03/2016 6:43,Business,Midtown,Greater Greenspoint,23,Meal/Entertain,6,Tuesday,3,Weekday,Morning
22/03/2016 12:06,22/03/2016 12:24,Personal,Morrisville,Cary,8.1,Personal,12,Tuesday,3,Weekday,Afternoon
22/03/2016 19:12,22/03/2016 19:25,Personal,Whitebridge,Whitebridge,1.4,Personal,19,Tuesday,3,Weekday,Evening
23/03/2016 14:37,23/03/2016 14:42,Personal,Whitebridge,Preston,1.7,Personal,14,Wednesday,3,Weekday,Afternoon
23/03/2016 14:53,23/03/2016 14:59,Personal,Preston,Whitebridge,1.6,Personal,14,Wednesday,3,Weekday,Afternoon
24/03/2016 19:47,24/03/2016 19:54,Personal,Whitebridge,Westpark Place,2,Personal,19,Thursday,3,Weekday,Evening
24/03/2016 20:34,24/03/2016 20:40,Business,Westpark Place,Whitebridge,2.2,Personal,20,Thursday,3,Weekday,Evening
25/03/2016 13:24,25/03/2016 16:22,Business,Cary,Latta,144,Customer Visit,13,Friday,3,Weekday,Afternoon
25/03/2016 16:52,25/03/2016 22:22,Business,Latta,Jacksonville,310.3,Customer Visit,16,Friday,3,Weekday,Afternoon
25/03/2016 22:54,26/03/2016 1:39,Business,Jacksonville,Kissimmee,201,Meeting,22,Friday,3,Weekday,Night
26/03/2016 14:05,26/03/2016 14:29,Personal,Couples Glen,Isles of Buena Vista,6.7,Personal,14,Saturday,3,Weekend,Afternoon
26/03/2016 15:19,26/03/2016 15:49,Personal,Kissimmee,Orlando,8.8,Personal,15,Saturday,3,Weekend,Afternoon
26/03/2016 16:26,26/03/2016 16:30,Personal,Lake Reams,Lake Reams,1.2,Personal,16,Saturday,3,Weekend,Afternoon
27/03/2016 1:11,27/03/2016 1:23,Business,Orlando,Kissimmee,6.6,Meal/Entertain,1,Sunday,3,Weekend,Late Night
27/03/2016 15:31,27/03/2016 15:56,Business,Kissimmee,Orlando,6.1,Customer Visit,15,Sunday,3,Weekend,Afternoon
27/03/2016 21:26,27/03/2016 21:41,Personal,Orlando,Orlando,6.9,Personal,21,Sunday,3,Weekend,Night
27/03/2016 23:04,27/03/2016 23:18,Personal,Orlando,Kissimmee,7.3,Personal,23,Sunday,3,Weekend,Night
28/03/2016 12:29,28/03/2016 12:42,Personal,Kissimmee,Orlando,3.6,Personal,12,Monday,3,Weekday,Afternoon
28/03/2016 19:30,28/03/2016 20:23,Personal,Couples Glen,Vista East,27.2,Personal,19,Monday,3,Weekday,Evening
28/03/2016 22:55,28/03/2016 23:26,Personal,Orlando,Kissimmee,25.7,Personal,22,Monday,3,Weekday,Night
29/03/2016 15:27,29/03/2016 16:11,Personal,Kissimmee,Orlando,13.6,Personal,15,Tuesday,3,Weekday,Afternoon
29/03/2016 18:20,29/03/2016 18:39,Personal,Sand Lake Commons,Sky Lake,6.2,Personal,18,Tuesday,3,Weekday,Evening
29/03/2016 20:29,29/03/2016 20:44,Personal,Sky Lake,Sand Lake Commons,6,Personal,20,Tuesday,3,Weekday,Evening
29/03/2016 23:04,29/03/2016 23:21,Personal,Orlando,Kissimmee,13.8,Personal,23,Tuesday,3,Weekday,Night
30/03/2016 22:05,30/03/2016 22:55,Business,Orlando,Kissimmee,28.8,Meal/Entertain,22,Wednesday,3,Weekday,Night
31/03/2016 12:47,31/03/2016 13:22,Business,Kissimmee,Orlando,16.1,Temporary Site,12,Thursday,3,Weekday,Afternoon
31/03/2016 14:37,31/03/2016 15:09,Business,Orlando,Kissimmee,16.4,Meal/Entertain,14,Thursday,3,Weekday,Afternoon
01/04/2016 13:43,01/04/2016 14:01,Business,Kissimmee,Kissimmee,11,Meeting,13,Friday,4,Weekday,Afternoon
01/04/2016 14:36,01/04/2016 15:24,Business,Kissimmee,Orlando,15.5,Customer Visit,14,Friday,4,Weekday,Afternoon
01/04/2016 16:01,01/04/2016 16:49,Business,Orlando,Kissimmee,20.3,Meeting,16,Friday,4,Weekday,Afternoon
01/04/2016 16:52,01/04/2016 16:57,Personal,Kissimmee,Kissimmee,0.7,Personal,16,Friday,4,Weekday,Afternoon
02/04/2016 8:48,02/04/2016 9:04,Personal,Kissimmee,Kissimmee,5.5,Personal,8,Saturday,4,Weekend,Morning
02/04/2016 11:01,02/04/2016 11:16,Personal,Kissimmee,Kissimmee,5.1,Personal,11,Saturday,4,Weekend,Morning
02/04/2016 12:21,02/04/2016 14:47,Business,Kissimmee,Daytona Beach,77.3,Customer Visit,12,Saturday,4,Weekend,Afternoon
02/04/2016 16:57,02/04/2016 18:09,Business,Daytona Beach,Jacksonville,80.5,Customer Visit,16,Saturday,4,Weekend,Afternoon
02/04/2016 19:38,02/04/2016 22:36,Business,Jacksonville,Ridgeland,174.2,Customer Visit,19,Saturday,4,Weekend,Evening
02/04/2016 23:11,03/04/2016 1:34,Business,Ridgeland,Florence,144,Meeting,23,Saturday,4,Weekend,Night
03/04/2016 2:00,03/04/2016 4:16,Business,Florence,Cary,159.3,Meeting,2,Sunday,4,Weekend,Late Night
05/04/2016 21:39,05/04/2016 21:55,Business,Whitebridge,Wayne Ridge,7.9,Meal/Entertain,21,Tuesday,4,Weekday,Night
07/04/2016 18:20,07/04/2016 18:39,Business,Cary,Morrisville,6.1,Meal/Entertain,18,Thursday,4,Weekday,Evening
07/04/2016 19:45,07/04/2016 20:00,Business,Morrisville,Cary,6.1,Errand/Supplies,19,Thursday,4,Weekday,Evening
08/04/2016 12:30,08/04/2016 12:48,Business,Cary,Durham,10.5,Meeting,12,Friday,4,Weekday,Afternoon
08/04/2016 13:34,08/04/2016 13:51,Business,Durham,Cary,8.7,Meal/Entertain,13,Friday,4,Weekday,Afternoon
08/04/2016 13:55,08/04/2016 14:03,Business,Westpark Place,Whitebridge,1.8,Errand/Supplies,13,Friday,4,Weekday,Afternoon
08/04/2016 14:43,08/04/2016 15:20,Business,Cary,Raleigh,19.1,Meeting,14,Friday,4,Weekday,Afternoon
08/04/2016 16:05,08/04/2016 16:47,Business,Raleigh,Cary,18.6,Meeting,16,Friday,4,Weekday,Afternoon
12/04/2016 9:15,12/04/2016 9:26,Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies,9,Tuesday,4,Weekday,Morning
12/04/2016 9:34,12/04/2016 9:53,Business,Cary,Raleigh,8.9,Meeting,9,Tuesday,4,Weekday,Morning
12/04/2016 10:58,12/04/2016 11:18,Business,Meredith,Cedar Hill,7.5,Customer Visit,10,Tuesday,4,Weekday,Morning
12/04/2016 12:22,12/04/2016 12:44,Business,Raleigh,Morrisville,15.9,Meeting,12,Tuesday,4,Weekday,Afternoon
12/04/2016 13:42,12/04/2016 14:01,Business,Morrisville,Cary,6.5,Meal/Entertain,13,Tuesday,4,Weekday,Afternoon
14/04/2016 7:29,14/04/2016 8:09,Business,Cary,Holly Springs,15.3,Temporary Site,7,Thursday,4,Weekday,Morning
14/04/2016 16:00,14/04/2016 16:43,Business,Holly Springs,Cary,13.7,Temporary Site,16,Thursday,4,Weekday,Afternoon
15/04/2016 11:36,15/04/2016 12:07,Business,Cary,Raleigh,11.9,Temporary Site,11,Friday,4,Weekday,Morning
15/04/2016 12:29,15/04/2016 12:32,Business,Meredith Townes,Harden Place,1.4,Errand/Supplies,12,Friday,4,Weekday,Afternoon
15/04/2016 14:31,15/04/2016 15:01,Business,Raleigh,Cary,15.2,Meeting,14,Friday,4,Weekday,Afternoon
16/04/2016 12:59,16/04/2016 13:17,Business,Cary,Morrisville,6,Errand/Supplies,12,Saturday,4,Weekend,Afternoon
16/04/2016 15:10,16/04/2016 15:26,Business,Morrisville,Cary,6.1,Meal/Entertain,15,Saturday,4,Weekend,Afternoon
19/04/2016 17:44,19/04/2016 18:08,Business,Whitebridge,Wayne Ridge,8.2,Meal/Entertain,17,Tuesday,4,Weekday,Evening
19/04/2016 19:57,19/04/2016 20:19,Business,Wayne Ridge,Whitebridge,8,Meal/Entertain,19,Tuesday,4,Weekday,Evening
22/04/2016 8:25,22/04/2016 9:04,Business,Cary,Raleigh,13.6,Meeting,8,Friday,4,Weekday,Morning
22/04/2016 10:10,22/04/2016 10:40,Business,Raleigh,Cary,22.5,Meeting,10,Friday,4,Weekday,Morning
22/04/2016 12:08,22/04/2016 12:28,Business,Cary,Durham,10.4,Meeting,12,Friday,4,Weekday,Afternoon
22/04/2016 13:02,22/04/2016 13:26,Business,Durham,Cary,10,Meeting,13,Friday,4,Weekday,Afternoon
23/04/2016 17:03,23/04/2016 17:16,Business,Whitebridge,Tanglewood,6,Meal/Entertain,17,Saturday,4,Weekend,Evening
23/04/2016 18:49,23/04/2016 19:05,Business,Tanglewood,Whitebridge,6.5,Meal/Entertain,18,Saturday,4,Weekend,Evening
24/04/2016 19:07,24/04/2016 19:16,Business,Cary,Morrisville,3.1,Errand/Supplies,19,Sunday,4,Weekend,Evening
24/04/2016 19:46,24/04/2016 19:52,Business,Chessington,Chessington,1.9,Errand/Supplies,19,Sunday,4,Weekend,Evening
24/04/2016 21:41,24/04/2016 21:50,Business,Morrisville,Cary,4.2,Between Offices,21,Sunday,4,Weekend,Night
27/04/2016 13:30,27/04/2016 13:40,Business,Whitebridge,Burtrose,4.9,Between Offices,13,Wednesday,4,Weekday,Afternoon
27/04/2016 14:13,27/04/2016 14:25,Business,Burtrose,Whitebridge,4.8,Between Offices,14,Wednesday,4,Weekday,Afternoon
28/04/2016 12:09,28/04/2016 12:34,Business,Cary,Raleigh,12.4,Customer Visit,12,Thursday,4,Weekday,Afternoon
28/04/2016 13:30,28/04/2016 13:49,Business,Raleigh,Cary,32.8,Customer Visit,13,Thursday,4,Weekday,Afternoon
28/04/2016 22:10,28/04/2016 22:28,Business,Morrisville,Cary,5.5,Customer Visit,22,Thursday,4,Weekday,Night
29/04/2016 11:44,29/04/2016 12:01,Business,Cary,Durham,9.9,Meeting,11,Friday,4,Weekday,Morning
29/04/2016 13:13,29/04/2016 13:34,Business,Durham,Cary,10,Meeting,13,Friday,4,Weekday,Afternoon
29/04/2016 18:46,29/04/2016 19:18,Business,Cary,Durham,14.2,Customer Visit,18,Friday,4,Weekday,Evening
29/04/2016 22:44,29/04/2016 23:19,Business,Durham,Cary,18.2,Meeting,22,Friday,4,Weekday,Night
30/04/2016 18:42,30/04/2016 18:57,Business,Whitebridge,Waverly Place,7.7,Meal/Entertain,18,Saturday,4,Weekend,Evening
30/04/2016 22:16,30/04/2016 22:34,Business,Waverly Place,Whitebridge,6.8,Personal,22,Saturday,4,Weekend,Night
01/05/2016 13:45,01/05/2016 13:53,Business,Whitebridge,Westpark Place,2.1,Meal/Entertain,13,Sunday,5,Weekend,Afternoon
01/05/2016 14:26,01/05/2016 14:31,Business,Westpark Place,Whitebridge,2.3,Personal,14,Sunday,5,Weekend,Afternoon
01/05/2016 17:33,01/05/2016 17:45,Business,Whitebridge,Tanglewood,6.2,Between Offices,17,Sunday,5,Weekend,Evening
01/05/2016 17:54,01/05/2016 18:10,Business,Tanglewood,Parkway,7.5,Meeting,17,Sunday,5,Weekend,Evening
01/05/2016 22:38,01/05/2016 22:49,Business,Parkway,Whitebridge,3.1,Errand/Supplies,22,Sunday,5,Weekend,Night
02/05/2016 14:14,02/05/2016 14:21,Business,Whitebridge,Westpark Place,2.2,Errand/Supplies,14,Monday,5,Weekday,Afternoon
02/05/2016 15:37,02/05/2016 15:48,Business,Westpark Place,Whitebridge,3.9,Meal/Entertain,15,Monday,5,Weekday,Afternoon
03/05/2016 22:20,03/05/2016 22:28,Business,Morrisville,Cary,2.5,Meal/Entertain,22,Tuesday,5,Weekday,Night
04/05/2016 15:16,04/05/2016 15:37,Business,Cary,Morrisville,8.7,Meal/Entertain,15,Wednesday,5,Weekday,Afternoon
04/05/2016 20:55,04/05/2016 21:14,Business,Mcvan,Capitol One,14.5,Errand/Supplies,20,Wednesday,5,Weekday,Evening
04/05/2016 21:30,04/05/2016 21:36,Business,Capitol One,University District,4.5,Meal/Entertain,21,Wednesday,5,Weekday,Night
04/05/2016 22:19,04/05/2016 22:27,Business,University District,Capitol One,5,Meal/Entertain,22,Wednesday,5,Weekday,Night
05/05/2016 21:24,05/05/2016 21:36,Business,Seattle,Redmond,14.2,Meal/Entertain,21,Thursday,5,Weekday,Night
05/05/2016 22:34,05/05/2016 22:40,Business,Redmond,Bellevue,2.9,Errand/Supplies,22,Thursday,5,Weekday,Night
05/05/2016 23:55,06/05/2016 0:08,Business,Bellevue,Seattle,12.9,Meeting,23,Thursday,5,Weekday,Night
06/05/2016 5:47,06/05/2016 6:02,Business,Capitol One,Mcvan,14.4,Meeting,5,Friday,5,Weekday,Late Night
06/05/2016 16:45,06/05/2016 16:59,Business,Chapel Hill,Morrisville,17,Meeting,16,Friday,5,Weekday,Afternoon
06/05/2016 17:18,06/05/2016 17:44,Business,Morrisville,Cary,7.9,Customer Visit,17,Friday,5,Weekday,Evening
09/05/2016 6:08,09/05/2016 6:25,Business,Cary,Morrisville,8.4,Customer Visit,6,Monday,5,Weekday,Morning
09/05/2016 14:39,09/05/2016 15:06,Business,San Francisco,Palo Alto,20.5,Between Offices,14,Monday,5,Weekday,Afternoon
09/05/2016 17:58,09/05/2016 18:26,Business,Palo Alto,Sunnyvale,9.8,Customer Visit,17,Monday,5,Weekday,Evening
09/05/2016 19:35,09/05/2016 19:59,Business,Sunnyvale,Newark,17.6,Customer Visit,19,Monday,5,Weekday,Evening
10/05/2016 9:03,10/05/2016 9:20,Business,Newark,Menlo Park,9.3,Customer Visit,9,Tuesday,5,Weekday,Morning
10/05/2016 17:19,10/05/2016 17:31,Business,Menlo Park,Newark,7.9,Customer Visit,17,Tuesday,5,Weekday,Evening
11/05/2016 8:35,11/05/2016 9:12,Business,Newark,San Francisco,25.6,Meeting,8,Wednesday,5,Weekday,Morning
11/05/2016 21:47,11/05/2016 22:04,Business,Morrisville,Cary,8.1,Meeting,21,Wednesday,5,Weekday,Night
14/05/2016 18:35,14/05/2016 18:39,Business,Cary,Morrisville,3.1,Meal/Entertain,18,Saturday,5,Weekend,Evening
14/05/2016 23:01,14/05/2016 23:05,Business,Morrisville,Cary,3.1,Meal/Entertain,23,Saturday,5,Weekend,Night
17/05/2016 13:15,17/05/2016 13:23,Business,Whitebridge,Preston,2.8,Errand/Supplies,13,Tuesday,5,Weekday,Afternoon
17/05/2016 13:56,17/05/2016 14:08,Business,Preston,Westpark Place,2.7,Errand/Supplies,13,Tuesday,5,Weekday,Afternoon
17/05/2016 14:34,17/05/2016 14:40,Business,Westpark Place,Whitebridge,1.9,Errand/Supplies,14,Tuesday,5,Weekday,Afternoon
18/05/2016 9:11,18/05/2016 9:41,Business,Cary,Morrisville,8.4,Customer Visit,9,Wednesday,5,Weekday,Morning
18/05/2016 13:00,18/05/2016 13:02,Business,Morrisville,Raleigh,7.6,Customer Visit,13,Wednesday,5,Weekday,Afternoon
19/05/2016 14:37,19/05/2016 15:01,Business,Old City,Parkway Museums,2.9,Meal/Entertain,14,Thursday,5,Weekday,Afternoon
20/05/2016 10:56,20/05/2016 11:07,Business,Old City,Hog Island,11.2,Meeting,10,Friday,5,Weekday,Morning
20/05/2016 15:43,20/05/2016 16:12,Business,Morrisville,Cary,8.2,Meal/Entertain,15,Friday,5,Weekday,Afternoon
22/05/2016 15:39,22/05/2016 15:46,Business,Cary,Morrisville,3,Meal/Entertain,15,Sunday,5,Weekend,Afternoon
22/05/2016 18:46,22/05/2016 18:53,Business,Morrisville,Cary,2.5,Meal/Entertain,18,Sunday,5,Weekend,Evening
23/05/2016 20:19,23/05/2016 20:27,Business,Whitebridge,Savon Height,3.6,Meal/Entertain,20,Monday,5,Weekday,Evening
23/05/2016 21:09,23/05/2016 21:21,Business,Savon Height,Whitebridge,3.6,Errand/Supplies,21,Monday,5,Weekday,Night
27/05/2016 20:26,27/05/2016 20:30,Business,Whitebridge,Kildaire Farms,4.5,Errand/Supplies,20,Friday,5,Weekday,Evening
27/05/2016 20:47,27/05/2016 20:53,Business,Savon Height,Kilarney Woods,1.2,Personal,20,Friday,5,Weekday,Evening
27/05/2016 22:11,27/05/2016 22:14,Business,Kilarney Woods,Kildaire Farms,1.7,Errand/Supplies,22,Friday,5,Weekday,Night
28/05/2016 12:52,28/05/2016 13:06,Business,Cary,Morrisville,6.1,Meal/Entertain,12,Saturday,5,Weekend,Afternoon
28/05/2016 14:35,28/05/2016 15:04,Business,Morrisville,Cary,11.3,Customer Visit,14,Saturday,5,Weekend,Afternoon
31/05/2016 13:54,31/05/2016 14:41,Business,Cary,Raleigh,14.9,Meeting,13,Tuesday,5,Weekday,Afternoon
31/05/2016 16:02,31/05/2016 16:39,Business,Raleigh,Cary,14,Meeting,16,Tuesday,5,Weekday,Afternoon
31/05/2016 17:50,31/05/2016 17:59,Business,Westpark Place,Whitebridge,1.8,Personal,17,Tuesday,5,Weekday,Evening
01/06/2016 10:19,01/06/2016 10:47,Business,Cary,Morrisville,6.7,Customer Visit,10,Wednesday,6,Weekday,Morning
01/06/2016 13:10,01/06/2016 13:39,Business,Morrisville,Cary,9.6,Meeting,13,Wednesday,6,Weekday,Afternoon
03/06/2016 11:29,03/06/2016 11:49,Business,Cary,Durham,10.4,Meeting,11,Friday,6,Weekday,Morning
03/06/2016 13:08,03/06/2016 13:38,Business,Durham,Cary,9.9,Meeting,13,Friday,6,Weekday,Afternoon
03/06/2016 15:31,03/06/2016 15:54,Business,Cary,Morrisville,6,Meal/Entertain,15,Friday,6,Weekday,Afternoon
03/06/2016 18:14,03/06/2016 18:29,Business,Townes at Everett Crossing,Chessington,3.3,Errand/Supplies,18,Friday,6,Weekday,Evening
03/06/2016 18:41,03/06/2016 18:53,Business,Morrisville,Cary,3.1,Errand/Supplies,18,Friday,6,Weekday,Evening
03/06/2016 19:36,03/06/2016 19:42,Business,Huntington Woods,Weston,1.7,Errand/Supplies,19,Friday,6,Weekday,Evening
03/06/2016 22:47,03/06/2016 23:06,Business,Morrisville,Cary,4,Between Offices,22,Friday,6,Weekday,Night
05/06/2016 14:03,05/06/2016 14:33,Business,Whitebridge,Savon Height,7.8,Customer Visit,14,Sunday,6,Weekend,Afternoon
05/06/2016 15:06,05/06/2016 15:22,Business,Cary,Morrisville,7.8,Customer Visit,15,Sunday,6,Weekend,Afternoon
05/06/2016 15:57,05/06/2016 16:08,Business,Weston,Weston,3.8,Meal/Entertain,15,Sunday,6,Weekend,Afternoon
05/06/2016 18:05,05/06/2016 18:14,Business,Morrisville,Cary,2.5,Meal/Entertain,18,Sunday,6,Weekend,Evening
05/06/2016 21:53,05/06/2016 22:05,Business,Cary,Durham,9.9,Meeting,21,Sunday,6,Weekend,Night
05/06/2016 23:52,06/06/2016 0:08,Business,Durham,Cary,9.9,Meeting,23,Sunday,6,Weekend,Night
06/06/2016 15:36,06/06/2016 15:45,Business,Whitebridge,Hazelwood,3,Errand/Supplies,15,Monday,6,Weekday,Afternoon
06/06/2016 16:16,06/06/2016 16:24,Business,Hazelwood,Whitebridge,2.4,Errand/Supplies,16,Monday,6,Weekday,Afternoon
06/06/2016 20:06,06/06/2016 20:20,Business,Cary,Apex,5.7,Meal/Entertain,20,Monday,6,Weekday,Evening
06/06/2016 21:08,06/06/2016 21:37,Business,Apex,Cary,7.2,Meal/Entertain,21,Monday,6,Weekday,Night
06/06/2016 21:41,06/06/2016 22:00,Business,Cary,Durham,10.4,Meeting,21,Monday,6,Weekday,Night
06/06/2016 23:34,06/06/2016 23:48,Business,Durham,Cary,9.9,Meeting,23,Monday,6,Weekday,Night
07/06/2016 21:42,07/06/2016 22:00,Business,Cary,Durham,10.4,Meeting,21,Tuesday,6,Weekday,Night
07/06/2016 23:41,08/06/2016 0:04,Business,Durham,Cary,9.9,Meeting,23,Tuesday,6,Weekday,Night
08/06/2016 8:23,08/06/2016 8:53,Business,Cary,Morrisville,8.7,Meal/Entertain,8,Wednesday,6,Weekday,Morning
08/06/2016 12:04,08/06/2016 13:01,Business,Jamaica,New York,22.3,Errand/Supplies,12,Wednesday,6,Weekday,Afternoon
08/06/2016 13:12,08/06/2016 13:29,Business,Seaport,Gramercy-Flatiron,3.3,Meal/Entertain,13,Wednesday,6,Weekday,Afternoon
08/06/2016 14:31,08/06/2016 14:37,Business,Medical Centre,Tudor City,0.7,Errand/Supplies,14,Wednesday,6,Weekday,Afternoon
08/06/2016 16:55,08/06/2016 17:11,Business,Rose Hill,Soho,2.5,Meal/Entertain,16,Wednesday,6,Weekday,Afternoon
08/06/2016 17:16,08/06/2016 17:18,Business,Soho,Tribeca,0.5,Errand/Supplies,17,Wednesday,6,Weekday,Evening
08/06/2016 17:59,08/06/2016 18:05,Business,Tribeca,Financial District,0.9,Errand/Supplies,17,Wednesday,6,Weekday,Evening
08/06/2016 20:11,08/06/2016 20:25,Business,Financial District,Kips Bay,4.8,Errand/Supplies,20,Wednesday,6,Weekday,Evening
10/06/2016 15:19,10/06/2016 16:28,Business,New York,Jamaica,16.3,Meeting,15,Friday,6,Weekday,Afternoon
10/06/2016 21:47,10/06/2016 22:04,Business,Cary,Durham,10.4,Meeting,21,Friday,6,Weekday,Night
10/06/2016 23:53,11/06/2016 0:01,Business,Durham,Cary,9.9,Meeting,23,Friday,6,Weekday,Night
11/06/2016 17:08,11/06/2016 17:16,Business,Cary,Morrisville,3.7,Errand/Supplies,17,Saturday,6,Weekend,Evening
11/06/2016 17:34,11/06/2016 17:39,Business,Morrisville,Cary,4.6,Meal/Entertain,17,Saturday,6,Weekend,Evening
11/06/2016 17:50,11/06/2016 17:56,Business,Westpark Place,Whitebridge,1.7,Personal,17,Saturday,6,Weekend,Evening
11/06/2016 21:45,11/06/2016 22:04,Business,Cary,Durham,10.4,Meeting,21,Saturday,6,Weekend,Night
11/06/2016 23:39,12/06/2016 0:05,Business,Durham,Cary,9.9,Meeting,23,Saturday,6,Weekend,Night
12/06/2016 19:53,12/06/2016 19:56,Business,Cary,Morrisville,2.5,Meal/Entertain,19,Sunday,6,Weekend,Evening
12/06/2016 20:05,12/06/2016 20:16,Business,Morrisville,Cary,4.3,Errand/Supplies,20,Sunday,6,Weekend,Evening
12/06/2016 21:58,12/06/2016 22:19,Business,Parkway,Whitebridge,2.8,Errand/Supplies,21,Sunday,6,Weekend,Night
13/06/2016 5:23,13/06/2016 5:42,Business,Cary,Morrisville,8.4,Meal/Entertain,5,Monday,6,Weekday,Late Night
13/06/2016 14:17,13/06/2016 14:46,Business,Oakland,Emeryville,13.2,Meeting,14,Monday,6,Weekday,Afternoon
13/06/2016 18:08,13/06/2016 18:47,Business,Emeryville,Berkeley,3.9,Meal/Entertain,18,Monday,6,Weekday,Evening
13/06/2016 18:54,13/06/2016 19:23,Business,Berkeley,Oakland,5.1,Meal/Entertain,18,Monday,6,Weekday,Evening
13/06/2016 20:00,13/06/2016 20:05,Business,Oakland, Santa Monica,5.2,Customer Visit,20,Monday,6,Weekday,Evening
14/06/2016 12:03,14/06/2016 12:21,Business,Emeryville,San Francisco,9.8,Personal,12,Tuesday,6,Weekday,Afternoon
14/06/2016 16:09,14/06/2016 16:39,Business,San Francisco,Emeryville,11.6,Meeting,16,Tuesday,6,Weekday,Afternoon
14/06/2016 17:15,14/06/2016 17:24,Business,Emeryville,Oakland,5.1,Meeting,17,Tuesday,6,Weekday,Evening
14/06/2016 17:27,14/06/2016 17:57,Business,Downtown,Bay Farm Island,9.3,Errand/Supplies,17,Tuesday,6,Weekday,Evening
15/06/2016 1:46,15/06/2016 2:06,Business,Kenner,New Orleans,12.4,Between Offices,1,Wednesday,6,Weekday,Late Night
15/06/2016 15:26,15/06/2016 15:34,Business,CBD,Lower Garden District,1.9,Between Offices,15,Wednesday,6,Weekday,Afternoon
15/06/2016 16:37,15/06/2016 17:02,Business,Lower Garden District,Lakeview,6.4,Customer Visit,16,Wednesday,6,Weekday,Afternoon
15/06/2016 17:29,15/06/2016 17:49,Personal,Lakeview,Storyville,5.5,Personal,17,Wednesday,6,Weekday,Evening
15/06/2016 19:52,15/06/2016 19:58,Business,Storyville,Faubourg Marigny,1.5,Meal/Entertain,19,Wednesday,6,Weekday,Evening
16/06/2016 13:36,16/06/2016 14:30,Business,New Orleans,Metairie,14.5,Personal,13,Thursday,6,Weekday,Afternoon
